EN_Name,FR_Name,ZH_Name,EN_URL,FR_URL,ZH_URL,Category
Marie Curie,Marie Curie,玛丽·居里,https://en.wikipedia.org/wiki/Marie_Curie,https://fr.wikipedia.org/wiki/Marie_Curie,https://zh.wikipedia.org/wiki/%E7%8E%9B%E4%B8%BD%C2%B7%E5%B1%85%E9%87%8C,People
Leo Tolstoy,Léon Tolstoï,列夫·托爾斯泰,https://en.wikipedia.org/wiki/Leo_Tolstoy,https://fr.wikipedia.org/wiki/L%C3%A9on_Tolsto%C3%AF,https://zh.wikipedia.org/wiki/%E5%88%97%E5%A4%AB%C2%B7%E6%89%98%E7%88%BE%E6%96%AF%E6%B3%B0,People
Pablo Picasso,Pablo Picasso,巴勃羅·畢卡索,https://en.wikipedia.org/wiki/Pablo_Picasso,https://fr.wikipedia.org/wiki/Pablo_Picasso,https://zh.wikipedia.org/wiki/%E5%B7%B4%E5%8B%83%E7%BE%85%C2%B7%E7%95%A2%E5%8D%A1%E7%B4%A2,People
Adolf Hitler,Adolf Hitler,阿道夫·希特勒,https://en.wikipedia.org/wiki/Adolf_Hitler,https://fr.wikipedia.org/wiki/Adolf_Hitler,https://zh.wikipedia.org/wiki/%E9%98%BF%E9%81%93%E5%A4%AB%C2%B7%E5%B8%8C%E7%89%B9%E5%8B%92,People
Karl Marx,Karl Marx,卡尔·马克思,https://en.wikipedia.org/wiki/Karl_Marx,https://fr.wikipedia.org/wiki/Karl_Marx,https://zh.wikipedia.org/wiki/%E5%8D%A1%E5%B0%94%C2%B7%E9%A9%AC%E5%85%8B%E6%80%9D,People
Abraham,Abraham,亞伯拉罕,https://en.wikipedia.org/wiki/Abraham,https://fr.wikipedia.org/wiki/Abraham,https://zh.wikipedia.org/wiki/%E4%BA%9E%E4%BC%AF%E6%8B%89%E7%BD%95,People
Shen Kuo,Shen Kuo,沈括,https://en.wikipedia.org/wiki/Shen_Kuo,https://fr.wikipedia.org/wiki/Shen_Kuo,https://zh.wikipedia.org/wiki/%E6%B2%88%E6%8B%AC,People
Genghis Khan,Gengis Khan,成吉思汗,https://en.wikipedia.org/wiki/Genghis_Khan,https://fr.wikipedia.org/wiki/Gengis_Khan,https://zh.wikipedia.org/wiki/%E6%88%90%E5%90%89%E6%80%9D%E6%B1%97,People
Dante Alighieri,Dante Alighieri,但丁·阿利吉耶里,https://en.wikipedia.org/wiki/Dante_Alighieri,https://fr.wikipedia.org/wiki/Dante_Alighieri,https://zh.wikipedia.org/wiki/%E4%BD%86%E4%B8%81%C2%B7%E9%98%BF%E5%88%A9%E5%90%89%E8%80%B6%E9%87%8C,People
Napoleon,Napoléon Ier,拿破仑一世,https://en.wikipedia.org/wiki/Napoleon,https://fr.wikipedia.org/wiki/Napol%C3%A9on_Ier,https://zh.wikipedia.org/wiki/%E6%8B%BF%E7%A0%B4%E4%BB%91%E4%B8%80%E4%B8%96,People
Rabindranath Tagore,Rabindranath Tagore,罗宾德拉纳特·泰戈尔,https://en.wikipedia.org/wiki/Rabindranath_Tagore,https://fr.wikipedia.org/wiki/Rabindranath_Tagore,https://zh.wikipedia.org/wiki/%E7%BD%97%E5%AE%BE%E5%BE%B7%E6%8B%89%E7%BA%B3%E7%89%B9%C2%B7%E6%B3%B0%E6%88%88%E5%B0%94,People
Carl Linnaeus,Carl von Linné,卡尔·林奈,https://en.wikipedia.org/wiki/Carl_Linnaeus,https://fr.wikipedia.org/wiki/Carl_von_Linn%C3%A9,https://zh.wikipedia.org/wiki/%E5%8D%A1%E5%B0%94%C2%B7%E6%9E%97%E5%A5%88,People
Qin Shi Huang,Qin Shi Huang,秦始皇,https://en.wikipedia.org/wiki/Qin_Shi_Huang,https://fr.wikipedia.org/wiki/Qin_Shi_Huang,https://zh.wikipedia.org/wiki/%E7%A7%A6%E5%A7%8B%E7%9A%87,People
William Shakespeare,William Shakespeare,威廉·莎士比亚,https://en.wikipedia.org/wiki/William_Shakespeare,https://fr.wikipedia.org/wiki/William_Shakespeare,https://zh.wikipedia.org/wiki/%E5%A8%81%E5%BB%89%C2%B7%E8%8E%8E%E5%A3%AB%E6%AF%94%E4%BA%9A,People
Hippocrates,Hippocrate,希波克拉底,https://en.wikipedia.org/wiki/Hippocrates,https://fr.wikipedia.org/wiki/Hippocrate,https://zh.wikipedia.org/wiki/%E5%B8%8C%E6%B3%A2%E5%85%8B%E6%8B%89%E5%BA%95,People
Ashoka,Ashoka,阿育王,https://en.wikipedia.org/wiki/Ashoka,https://fr.wikipedia.org/wiki/Ashoka,https://zh.wikipedia.org/wiki/%E9%98%BF%E8%82%B2%E7%8E%8B,People
Leonhard Euler,Leonhard Euler,萊昂哈德·歐拉,https://en.wikipedia.org/wiki/Leonhard_Euler,https://fr.wikipedia.org/wiki/Leonhard_Euler,https://zh.wikipedia.org/wiki/%E8%90%8A%E6%98%82%E5%93%88%E5%BE%B7%C2%B7%E6%AD%90%E6%8B%89,People
Frida Kahlo,Frida Kahlo,芙烈達·卡蘿,https://en.wikipedia.org/wiki/Frida_Kahlo,https://fr.wikipedia.org/wiki/Frida_Kahlo,https://zh.wikipedia.org/wiki/%E8%8A%99%E7%83%88%E9%81%94%C2%B7%E5%8D%A1%E8%98%BF,People
Charlemagne,Charlemagne,查理曼,https://en.wikipedia.org/wiki/Charlemagne,https://fr.wikipedia.org/wiki/Charlemagne,https://zh.wikipedia.org/wiki/%E6%9F%A5%E7%90%86%E6%9B%BC,People
Marco Polo,Marco Polo,马可·波罗,https://en.wikipedia.org/wiki/Marco_Polo,https://fr.wikipedia.org/wiki/Marco_Polo,https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%8F%AF%C2%B7%E6%B3%A2%E7%BD%97,People
Euclid,Euclide,欧几里得,https://en.wikipedia.org/wiki/Euclid,https://fr.wikipedia.org/wiki/Euclide,https://zh.wikipedia.org/wiki/%E6%AC%A7%E5%87%A0%E9%87%8C%E5%BE%97,People
Hokusai,Hokusai,葛饰北斋,https://en.wikipedia.org/wiki/Hokusai,https://fr.wikipedia.org/wiki/Hokusai,https://zh.wikipedia.org/wiki/%E8%91%9B%E9%A5%B0%E5%8C%97%E6%96%8B,People
Emmy Noether,Emmy Noether,埃米·诺特,https://en.wikipedia.org/wiki/Emmy_Noether,https://fr.wikipedia.org/wiki/Emmy_Noether,https://zh.wikipedia.org/wiki/%E5%9F%83%E7%B1%B3%C2%B7%E8%AF%BA%E7%89%B9,People
Plato,Platon,柏拉图,https://en.wikipedia.org/wiki/Plato,https://fr.wikipedia.org/wiki/Platon,https://zh.wikipedia.org/wiki/%E6%9F%8F%E6%8B%89%E5%9B%BE,People
Martin Luther,Martin Luther,馬丁·路德,https://en.wikipedia.org/wiki/Martin_Luther,https://fr.wikipedia.org/wiki/Martin_Luther,https://zh.wikipedia.org/wiki/%E9%A6%AC%E4%B8%81%C2%B7%E8%B7%AF%E5%BE%B7,People
Hammurabi,Hammurabi,汉谟拉比,https://en.wikipedia.org/wiki/Hammurabi,https://fr.wikipedia.org/wiki/Hammurabi,https://zh.wikipedia.org/wiki/%E6%B1%89%E8%B0%9F%E6%8B%89%E6%AF%94,People
Kurt Gödel,Kurt Gödel,库尔特·哥德尔,https://en.wikipedia.org/wiki/Kurt_G%C3%B6del,https://fr.wikipedia.org/wiki/Kurt_G%C3%B6del,https://zh.wikipedia.org/wiki/%E5%BA%93%E5%B0%94%E7%89%B9%C2%B7%E5%93%A5%E5%BE%B7%E5%B0%94,People
Aristotle,Aristote,亚里士多德,https://en.wikipedia.org/wiki/Aristotle,https://fr.wikipedia.org/wiki/Aristote,https://zh.wikipedia.org/wiki/%E4%BA%9A%E9%87%8C%E5%A3%AB%E5%A4%9A%E5%BE%B7,People
Nikola Tesla,Nikola Tesla,尼古拉·特斯拉,https://en.wikipedia.org/wiki/Nikola_Tesla,https://fr.wikipedia.org/wiki/Nikola_Tesla,https://zh.wikipedia.org/wiki/%E5%B0%BC%E5%8F%A4%E6%8B%89%C2%B7%E7%89%B9%E6%96%AF%E6%8B%89,People
Immanuel Kant,Emmanuel Kant,伊曼努尔·康德,https://en.wikipedia.org/wiki/Immanuel_Kant,https://fr.wikipedia.org/wiki/Emmanuel_Kant,https://zh.wikipedia.org/wiki/%E4%BC%8A%E6%9B%BC%E5%8A%AA%E5%B0%94%C2%B7%E5%BA%B7%E5%BE%B7,People
Virgil,Virgile,维吉尔,https://en.wikipedia.org/wiki/Virgil,https://fr.wikipedia.org/wiki/Virgile,https://zh.wikipedia.org/wiki/%E7%BB%B4%E5%90%89%E5%B0%94,People
Galileo Galilei,Galilée (savant),伽利略·伽利莱,https://en.wikipedia.org/wiki/Galileo_Galilei,https://fr.wikipedia.org/wiki/Galil%C3%A9e_(savant),https://zh.wikipedia.org/wiki/%E4%BC%BD%E5%88%A9%E7%95%A5%C2%B7%E4%BC%BD%E5%88%A9%E8%8E%B1,People
Charles Darwin,Charles Darwin,查尔斯·达尔文,https://en.wikipedia.org/wiki/Charles_Darwin,https://fr.wikipedia.org/wiki/Charles_Darwin,https://zh.wikipedia.org/wiki/%E6%9F%A5%E5%B0%94%E6%96%AF%C2%B7%E8%BE%BE%E5%B0%94%E6%96%87,People
Thomas Edison,Thomas Edison,托马斯·爱迪生,https://en.wikipedia.org/wiki/Thomas_Edison,https://fr.wikipedia.org/wiki/Thomas_Edison,https://zh.wikipedia.org/wiki/%E6%89%98%E9%A9%AC%E6%96%AF%C2%B7%E7%88%B1%E8%BF%AA%E7%94%9F,People
Herodotus,Hérodote,希羅多德,https://en.wikipedia.org/wiki/Herodotus,https://fr.wikipedia.org/wiki/H%C3%A9rodote,https://zh.wikipedia.org/wiki/%E5%B8%8C%E7%BE%85%E5%A4%9A%E5%BE%B7,People
Muhammad,Mahomet,穆罕默德,https://en.wikipedia.org/wiki/Muhammad,https://fr.wikipedia.org/wiki/Mahomet,https://zh.wikipedia.org/wiki/%E7%A9%86%E7%BD%95%E9%BB%98%E5%BE%B7,People
Joan of Arc,Jeanne d'Arc,聖女貞德,https://en.wikipedia.org/wiki/Joan_of_Arc,https://fr.wikipedia.org/wiki/Jeanne_d%27Arc,https://zh.wikipedia.org/wiki/%E8%81%96%E5%A5%B3%E8%B2%9E%E5%BE%B7,People
Roald Amundsen,Roald Amundsen,罗尔德·阿蒙森,https://en.wikipedia.org/wiki/Roald_Amundsen,https://fr.wikipedia.org/wiki/Roald_Amundsen,https://zh.wikipedia.org/wiki/%E7%BD%97%E5%B0%94%E5%BE%B7%C2%B7%E9%98%BF%E8%92%99%E6%A3%AE,People
James Cook,James Cook,詹姆斯·庫克,https://en.wikipedia.org/wiki/James_Cook,https://fr.wikipedia.org/wiki/James_Cook,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E5%BA%AB%E5%85%8B,People
Voltaire,Voltaire,伏爾泰,https://en.wikipedia.org/wiki/Voltaire,https://fr.wikipedia.org/wiki/Voltaire,https://zh.wikipedia.org/wiki/%E4%BC%8F%E7%88%BE%E6%B3%B0,People
Isaac Newton,Isaac Newton,艾萨克·牛顿,https://en.wikipedia.org/wiki/Isaac_Newton,https://fr.wikipedia.org/wiki/Isaac_Newton,https://zh.wikipedia.org/wiki/%E8%89%BE%E8%90%A8%E5%85%8B%C2%B7%E7%89%9B%E9%A1%BF,People
Cyrus the Great,Cyrus le Grand,居鲁士二世,https://en.wikipedia.org/wiki/Cyrus_the_Great,https://fr.wikipedia.org/wiki/Cyrus_le_Grand,https://zh.wikipedia.org/wiki/%E5%B1%85%E9%B2%81%E5%A3%AB%E4%BA%8C%E4%B8%96,People
Simón Bolívar,Simón Bolívar,西蒙·玻利瓦尔,https://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar,https://fr.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%92%99%C2%B7%E7%8E%BB%E5%88%A9%E7%93%A6%E5%B0%94,People
Johannes Gutenberg,Johannes Gutenberg,约翰内斯·谷登堡,https://en.wikipedia.org/wiki/Johannes_Gutenberg,https://fr.wikipedia.org/wiki/Johannes_Gutenberg,https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%E5%86%85%E6%96%AF%C2%B7%E8%B0%B7%E7%99%BB%E5%A0%A1,People
Rumi,Djalâl ad-Dîn Rûmî,鲁米,https://en.wikipedia.org/wiki/Rumi,https://fr.wikipedia.org/wiki/Djal%C3%A2l_ad-D%C3%AEn_R%C3%BBm%C3%AE,https://zh.wikipedia.org/wiki/%E9%B2%81%E7%B1%B3,People
Mansa Musa,Mansa Moussa,曼萨·穆萨,https://en.wikipedia.org/wiki/Mansa_Musa,https://fr.wikipedia.org/wiki/Mansa_Moussa,https://zh.wikipedia.org/wiki/%E6%9B%BC%E8%90%A8%C2%B7%E7%A9%86%E8%90%A8,People
John Locke,John Locke,约翰·洛克,https://en.wikipedia.org/wiki/John_Locke,https://fr.wikipedia.org/wiki/John_Locke,https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%BF%B0%C2%B7%E6%B4%9B%E5%85%8B,People
Ibn Khaldun,Ibn Khaldoun,伊本·赫勒敦,https://en.wikipedia.org/wiki/Ibn_Khaldun,https://fr.wikipedia.org/wiki/Ibn_Khaldoun,https://zh.wikipedia.org/wiki/%E4%BC%8A%E6%9C%AC%C2%B7%E8%B5%AB%E5%8B%92%E6%95%A6,People
Alan Turing,Alan Turing,艾伦·图灵,https://en.wikipedia.org/wiki/Alan_Turing,https://fr.wikipedia.org/wiki/Alan_Turing,https://zh.wikipedia.org/wiki/%E8%89%BE%E4%BC%A6%C2%B7%E5%9B%BE%E7%81%B5,People
Elizabeth I,Élisabeth Ire (reine d'Angleterre),伊丽莎白一世,https://en.wikipedia.org/wiki/Elizabeth_I,https://fr.wikipedia.org/wiki/%C3%89lisabeth_Ire_(reine_d%27Angleterre),https://zh.wikipedia.org/wiki/%E4%BC%8A%E4%B8%BD%E8%8E%8E%E7%99%BD%E4%B8%80%E4%B8%96,People
Augustus,Auguste,奥古斯都,https://en.wikipedia.org/wiki/Augustus,https://fr.wikipedia.org/wiki/Auguste,https://zh.wikipedia.org/wiki/%E5%A5%A5%E5%8F%A4%E6%96%AF%E9%83%BD,People
Hatshepsut,Hatchepsout,哈特谢普苏特,https://en.wikipedia.org/wiki/Hatshepsut,https://fr.wikipedia.org/wiki/Hatchepsout,https://zh.wikipedia.org/wiki/%E5%93%88%E7%89%B9%E8%B0%A2%E6%99%AE%E8%8B%8F%E7%89%B9,People
Socrates,Socrate,苏格拉底,https://en.wikipedia.org/wiki/Socrates,https://fr.wikipedia.org/wiki/Socrate,https://zh.wikipedia.org/wiki/%E8%8B%8F%E6%A0%BC%E6%8B%89%E5%BA%95,People
Charlie Chaplin,Charlie Chaplin,查理·卓别林,https://en.wikipedia.org/wiki/Charlie_Chaplin,https://fr.wikipedia.org/wiki/Charlie_Chaplin,https://zh.wikipedia.org/wiki/%E6%9F%A5%E7%90%86%C2%B7%E5%8D%93%E5%88%AB%E6%9E%97,People
Mao Zedong,Mao Zedong,毛泽东,https://en.wikipedia.org/wiki/Mao_Zedong,https://fr.wikipedia.org/wiki/Mao_Zedong,https://zh.wikipedia.org/wiki/%E6%AF%9B%E6%B3%BD%E4%B8%9C,People
Ferdinand Magellan,Fernand de Magellan,斐迪南·麥哲倫,https://en.wikipedia.org/wiki/Ferdinand_Magellan,https://fr.wikipedia.org/wiki/Fernand_de_Magellan,https://zh.wikipedia.org/wiki/%E6%96%90%E8%BF%AA%E5%8D%97%C2%B7%E9%BA%A5%E5%93%B2%E5%80%AB,People
Homer,Homère,荷马,https://en.wikipedia.org/wiki/Homer,https://fr.wikipedia.org/wiki/Hom%C3%A8re,https://zh.wikipedia.org/wiki/%E8%8D%B7%E9%A9%AC,People
Albert Einstein,Albert Einstein,阿尔伯特·爱因斯坦,https://en.wikipedia.org/wiki/Albert_Einstein,https://fr.wikipedia.org/wiki/Albert_Einstein,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%B0%94%E4%BC%AF%E7%89%B9%C2%B7%E7%88%B1%E5%9B%A0%E6%96%AF%E5%9D%A6,People
Muhammad ibn Musa al-Khwarizmi,Al-Khwârizmî,花拉子米,https://en.wikipedia.org/wiki/Muhammad_ibn_Musa_al-Khwarizmi,https://fr.wikipedia.org/wiki/Al-Khw%C3%A2rizm%C3%AE,https://zh.wikipedia.org/wiki/%E8%8A%B1%E6%8B%89%E5%AD%90%E7%B1%B3,People
Rembrandt,Rembrandt,伦勃朗,https://en.wikipedia.org/wiki/Rembrandt,https://fr.wikipedia.org/wiki/Rembrandt,https://zh.wikipedia.org/wiki/%E4%BC%A6%E5%8B%83%E6%9C%97,People
Louis Pasteur,Louis Pasteur,路易·巴斯德,https://en.wikipedia.org/wiki/Louis_Pasteur,https://fr.wikipedia.org/wiki/Louis_Pasteur,https://zh.wikipedia.org/wiki/%E8%B7%AF%E6%98%93%C2%B7%E5%B7%B4%E6%96%AF%E5%BE%B7,People
Zheng He,Zheng He,鄭和,https://en.wikipedia.org/wiki/Zheng_He,https://fr.wikipedia.org/wiki/Zheng_He,https://zh.wikipedia.org/wiki/%E9%84%AD%E5%92%8C,People
Ludwig van Beethoven,Ludwig van Beethoven,路德维希·范·贝多芬,https://en.wikipedia.org/wiki/Ludwig_van_Beethoven,https://fr.wikipedia.org/wiki/Ludwig_van_Beethoven,https://zh.wikipedia.org/wiki/%E8%B7%AF%E5%BE%B7%E7%BB%B4%E5%B8%8C%C2%B7%E8%8C%83%C2%B7%E8%B4%9D%E5%A4%9A%E8%8A%AC,People
Christopher Columbus,Christophe Colomb,克里斯托弗·哥伦布,https://en.wikipedia.org/wiki/Christopher_Columbus,https://fr.wikipedia.org/wiki/Christophe_Colomb,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%E6%89%98%E5%BC%97%C2%B7%E5%93%A5%E4%BC%A6%E5%B8%83,People
Ramesses II,Ramsès II,拉美西斯二世,https://en.wikipedia.org/wiki/Ramesses_II,https://fr.wikipedia.org/wiki/Rams%C3%A8s_II,https://zh.wikipedia.org/wiki/%E6%8B%89%E7%BE%8E%E8%A5%BF%E6%96%AF%E4%BA%8C%E4%B8%96,People
Carl Friedrich Gauss,Carl Friedrich Gauss,卡爾·弗里德里希·高斯,https://en.wikipedia.org/wiki/Carl_Friedrich_Gauss,https://fr.wikipedia.org/wiki/Carl_Friedrich_Gauss,https://zh.wikipedia.org/wiki/%E5%8D%A1%E7%88%BE%C2%B7%E5%BC%97%E9%87%8C%E5%BE%B7%E9%87%8C%E5%B8%8C%C2%B7%E9%AB%98%E6%96%AF,People
Louis Armstrong,Louis Armstrong,路易斯·阿姆斯特朗,https://en.wikipedia.org/wiki/Louis_Armstrong,https://fr.wikipedia.org/wiki/Louis_Armstrong,https://zh.wikipedia.org/wiki/%E8%B7%AF%E6%98%93%E6%96%AF%C2%B7%E9%98%BF%E5%A7%86%E6%96%AF%E7%89%B9%E6%9C%97,People
Walt Disney,Walt Disney,華特·迪士尼,https://en.wikipedia.org/wiki/Walt_Disney,https://fr.wikipedia.org/wiki/Walt_Disney,https://zh.wikipedia.org/wiki/%E8%8F%AF%E7%89%B9%C2%B7%E8%BF%AA%E5%A3%AB%E5%B0%BC,People
Nicolaus Copernicus,Nicolas Copernic,尼古拉·哥白尼,https://en.wikipedia.org/wiki/Nicolaus_Copernicus,https://fr.wikipedia.org/wiki/Nicolas_Copernic,https://zh.wikipedia.org/wiki/%E5%B0%BC%E5%8F%A4%E6%8B%89%C2%B7%E5%93%A5%E7%99%BD%E5%B0%BC,People
Paul the Apostle,Paul de Tarse,保罗 (使徒),https://en.wikipedia.org/wiki/Paul_the_Apostle,https://fr.wikipedia.org/wiki/Paul_de_Tarse,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BD%97_(%E4%BD%BF%E5%BE%92),People
Confucius,Confucius,孔子,https://en.wikipedia.org/wiki/Confucius,https://fr.wikipedia.org/wiki/Confucius,https://zh.wikipedia.org/wiki/%E5%AD%94%E5%AD%90,People
Li Bai,Li Bai,李白,https://en.wikipedia.org/wiki/Li_Bai,https://fr.wikipedia.org/wiki/Li_Bai,https://zh.wikipedia.org/wiki/%E6%9D%8E%E7%99%BD,People
Joseph Stalin,Joseph Staline,约瑟夫·斯大林,https://en.wikipedia.org/wiki/Joseph_Stalin,https://fr.wikipedia.org/wiki/Joseph_Staline,https://zh.wikipedia.org/wiki/%E7%BA%A6%E7%91%9F%E5%A4%AB%C2%B7%E6%96%AF%E5%A4%A7%E6%9E%97,People
Avicenna,Avicenne,伊本·西那,https://en.wikipedia.org/wiki/Avicenna,https://fr.wikipedia.org/wiki/Avicenne,https://zh.wikipedia.org/wiki/%E4%BC%8A%E6%9C%AC%C2%B7%E8%A5%BF%E9%82%A3,People
Akbar,Akbar,阿克巴,https://en.wikipedia.org/wiki/Akbar,https://fr.wikipedia.org/wiki/Akbar,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%85%8B%E5%B7%B4,People
Michael Faraday,Michael Faraday,麥可·法拉第,https://en.wikipedia.org/wiki/Michael_Faraday,https://fr.wikipedia.org/wiki/Michael_Faraday,https://zh.wikipedia.org/wiki/%E9%BA%A5%E5%8F%AF%C2%B7%E6%B3%95%E6%8B%89%E7%AC%AC,People
Antoine Lavoisier,Antoine Lavoisier,安托万-洛朗·德·拉瓦锡,https://en.wikipedia.org/wiki/Antoine_Lavoisier,https://fr.wikipedia.org/wiki/Antoine_Lavoisier,https://zh.wikipedia.org/wiki/%E5%AE%89%E6%89%98%E4%B8%87-%E6%B4%9B%E6%9C%97%C2%B7%E5%BE%B7%C2%B7%E6%8B%89%E7%93%A6%E9%94%A1,People
Sigmund Freud,Sigmund Freud,西格蒙德·弗洛伊德,https://en.wikipedia.org/wiki/Sigmund_Freud,https://fr.wikipedia.org/wiki/Sigmund_Freud,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%A0%BC%E8%92%99%E5%BE%B7%C2%B7%E5%BC%97%E6%B4%9B%E4%BC%8A%E5%BE%B7,People
The Beatles,The Beatles,披頭四樂隊,https://en.wikipedia.org/wiki/The_Beatles,https://fr.wikipedia.org/wiki/The_Beatles,https://zh.wikipedia.org/wiki/%E6%8A%AB%E9%A0%AD%E5%9B%9B%E6%A8%82%E9%9A%8A,People
Abraham Lincoln,Abraham Lincoln,亚伯拉罕·林肯,https://en.wikipedia.org/wiki/Abraham_Lincoln,https://fr.wikipedia.org/wiki/Abraham_Lincoln,https://zh.wikipedia.org/wiki/%E4%BA%9A%E4%BC%AF%E6%8B%89%E7%BD%95%C2%B7%E6%9E%97%E8%82%AF,People
Dmitri Mendeleev,Dmitri Mendeleïev,德米特里·门捷列夫,https://en.wikipedia.org/wiki/Dmitri_Mendeleev,https://fr.wikipedia.org/wiki/Dmitri_Mendele%C3%AFev,https://zh.wikipedia.org/wiki/%E5%BE%B7%E7%B1%B3%E7%89%B9%E9%87%8C%C2%B7%E9%97%A8%E6%8D%B7%E5%88%97%E5%A4%AB,People
George Washington,George Washington,乔治·华盛顿,https://en.wikipedia.org/wiki/George_Washington,https://fr.wikipedia.org/wiki/George_Washington,https://zh.wikipedia.org/wiki/%E4%B9%94%E6%B2%BB%C2%B7%E5%8D%8E%E7%9B%9B%E9%A1%BF,People
Florence Nightingale,Florence Nightingale,弗羅倫斯·南丁格爾,https://en.wikipedia.org/wiki/Florence_Nightingale,https://fr.wikipedia.org/wiki/Florence_Nightingale,https://zh.wikipedia.org/wiki/%E5%BC%97%E7%BE%85%E5%80%AB%E6%96%AF%C2%B7%E5%8D%97%E4%B8%81%E6%A0%BC%E7%88%BE,People
Jesus,Jésus-Christ,耶稣,https://en.wikipedia.org/wiki/Jesus,https://fr.wikipedia.org/wiki/J%C3%A9sus-Christ,https://zh.wikipedia.org/wiki/%E8%80%B6%E7%A8%A3,People
Friedrich Nietzsche,Friedrich Nietzsche,弗里德里希·尼采,https://en.wikipedia.org/wiki/Friedrich_Nietzsche,https://fr.wikipedia.org/wiki/Friedrich_Nietzsche,https://zh.wikipedia.org/wiki/%E5%BC%97%E9%87%8C%E5%BE%B7%E9%87%8C%E5%B8%8C%C2%B7%E5%B0%BC%E9%87%87,People
Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,沃尔夫冈·阿马德乌斯·莫扎特,https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,https://fr.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart,https://zh.wikipedia.org/wiki/%E6%B2%83%E5%B0%94%E5%A4%AB%E5%86%88%C2%B7%E9%98%BF%E9%A9%AC%E5%BE%B7%E4%B9%8C%E6%96%AF%C2%B7%E8%8E%AB%E6%89%8E%E7%89%B9,People
James Clerk Maxwell,James Clerk Maxwell,詹姆斯·克拉克·麦克斯韦,https://en.wikipedia.org/wiki/James_Clerk_Maxwell,https://fr.wikipedia.org/wiki/James_Clerk_Maxwell,https://zh.wikipedia.org/wiki/%E8%A9%B9%E5%A7%86%E6%96%AF%C2%B7%E5%85%8B%E6%8B%89%E5%85%8B%C2%B7%E9%BA%A6%E5%85%8B%E6%96%AF%E9%9F%A6,People
Catherine the Great,Catherine II,叶卡捷琳娜二世,https://en.wikipedia.org/wiki/Catherine_the_Great,https://fr.wikipedia.org/wiki/Catherine_II,https://zh.wikipedia.org/wiki/%E5%8F%B6%E5%8D%A1%E6%8D%B7%E7%90%B3%E5%A8%9C%E4%BA%8C%E4%B8%96,People
Adi Shankara,Adi Shankara,阿迪·商羯罗,https://en.wikipedia.org/wiki/Adi_Shankara,https://fr.wikipedia.org/wiki/Adi_Shankara,https://zh.wikipedia.org/wiki/%E9%98%BF%E8%BF%AA%C2%B7%E5%95%86%E7%BE%AF%E7%BD%97,People
Moses,Moïse,摩西,https://en.wikipedia.org/wiki/Moses,https://fr.wikipedia.org/wiki/Mo%C3%AFse,https://zh.wikipedia.org/wiki/%E6%91%A9%E8%A5%BF,People
Gautama Buddha,Siddhartha Gautama,释迦牟尼,https://en.wikipedia.org/wiki/Gautama_Buddha,https://fr.wikipedia.org/wiki/Siddhartha_Gautama,https://zh.wikipedia.org/wiki/%E9%87%8A%E8%BF%A6%E7%89%9F%E5%B0%BC,People
Leonardo da Vinci,Léonard de Vinci,列奥纳多·达·芬奇,https://en.wikipedia.org/wiki/Leonardo_da_Vinci,https://fr.wikipedia.org/wiki/L%C3%A9onard_de_Vinci,https://zh.wikipedia.org/wiki/%E5%88%97%E5%A5%A5%E7%BA%B3%E5%A4%9A%C2%B7%E8%BE%BE%C2%B7%E8%8A%AC%E5%A5%87,People
Archimedes,Archimède,阿基米德,https://en.wikipedia.org/wiki/Archimedes,https://fr.wikipedia.org/wiki/Archim%C3%A8de,https://zh.wikipedia.org/wiki/%E9%98%BF%E5%9F%BA%E7%B1%B3%E5%BE%B7,People
Mary Wollstonecraft,Mary Wollstonecraft,玛丽·沃斯通克拉夫特,https://en.wikipedia.org/wiki/Mary_Wollstonecraft,https://fr.wikipedia.org/wiki/Mary_Wollstonecraft,https://zh.wikipedia.org/wiki/%E7%8E%9B%E4%B8%BD%C2%B7%E6%B2%83%E6%96%AF%E9%80%9A%E5%85%8B%E6%8B%89%E5%A4%AB%E7%89%B9,People
Julius Caesar,Jules César,尤利烏斯·凱撒,https://en.wikipedia.org/wiki/Julius_Caesar,https://fr.wikipedia.org/wiki/Jules_C%C3%A9sar,https://zh.wikipedia.org/wiki/%E5%B0%A4%E5%88%A9%E7%83%8F%E6%96%AF%C2%B7%E5%87%B1%E6%92%92,People
